LotArea,Utilities,OverallQual,OverallCond,YearRemodAdd,ExterQual,ExterCond,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,GarageFinish,GarageArea,GarageQual,GarageCond,OpenPorchSF,EnclosedPorch,ScreenPorch,YrSold,SalePrice,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,MSSubClass_1-1/2 STORY - UNFINISHED ALL AGES,MSSubClass_1-1/2 STORY FINISHED ALL AGES,MSSubClass_1-STORY 1945 & OLDER,MSSubClass_1-STORY 1946 & NEWER ALL STYLES,MSSubClass_1-STORY PUD (Planned Unit Development) - 1946 & NEWER,MSSubClass_1-STORY W/FINISHED ATTIC ALL AGES,MSSubClass_2 FAMILY CONVERSION - ALL STYLES AND AGES,MSSubClass_2-1/2 STORY ALL AGES,MSSubClass_2-STORY 1945 & OLDER,MSSubClass_2-STORY 1946 & NEWER,MSSubClass_2-STORY PUD - 1946 & NEWER,MSSubClass_DUPLEX - ALL STYLES AND AGES,MSSubClass_PUD - MULTILEVEL - INCL SPLIT LEV/FOYER,MSSubClass_SPLIT FOYER,MSSubClass_SPLIT OR MULTI-LEVEL
6900,3,5,6,1955,3,3,5,1,778,0,2,1,3,4,5,3.0,924,5.0,5.0,25,0,0,2008,120500,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7917,3,6,7,1976,3,4,3,1,1113,0,3,1,3,6,5,2.0,504,3.0,4.0,30,0,0,2007,148000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10728,3,8,5,2006,4,3,4,1,1095,844,3,1,4,8,5,2.0,1053,3.0,3.0,51,0,0,2006,266000,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
39104,3,7,7,2005,3,3,5,1,1363,0,2,1,3,5,3,1.0,439,3.0,3.0,0,0,0,2008,241500,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11764,3,8,7,2007,4,3,5,1,1164,1106,4,1,4,9,5,3.0,671,3.0,3.0,57,0,0,2010,290000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9600,3,6,6,1988,3,3,4,1,1632,0,3,1,3,6,4,2.0,338,3.0,3.0,0,0,0,2009,139000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8314,3,5,7,1982,3,3,3,1,816,0,2,1,3,5,5,1.0,264,3.0,3.0,0,0,0,2007,124500,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7264,3,7,7,2007,4,4,4,0,952,596,3,1,5,5,5,1.0,672,3.0,3.0,0,0,144,2009,205000,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9196,3,7,5,2003,4,3,5,1,1560,0,3,1,4,7,5,3.0,573,3.0,3.0,150,0,0,2010,201000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19138,3,4,5,1951,3,3,5,1,864,0,2,1,3,4,5,1.0,400,3.0,3.0,0,0,0,2010,141000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14450,3,9,5,2007,5,3,5,1,2121,0,3,1,5,8,5,3.0,732,3.0,3.0,98,0,142,2007,415298,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10005,3,7,5,1977,3,3,5,1,1156,866,4,1,3,8,5,3.0,505,3.0,3.0,117,0,0,2008,192000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11287,3,7,6,1989,4,3,4,1,1175,807,3,1,4,7,5,3.0,575,3.0,3.0,84,0,0,2007,228500,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7200,3,6,5,2006,4,3,4,1,1262,0,2,1,4,5,5,3.0,572,3.0,3.0,120,0,0,2006,185000,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5063,3,7,5,2008,4,3,5,1,1314,0,2,1,4,6,5,2.0,626,3.0,3.0,62,0,0,2009,207500,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9612,3,8,5,2009,4,3,5,1,1468,0,3,1,4,6,5,3.0,898,3.0,3.0,150,0,0,2009,244600,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8012,3,6,5,1992,4,3,4,1,1575,0,2,1,4,5,5,2.0,529,3.0,3.0,0,52,0,2007,179200,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4251,3,7,5,2007,4,3,5,1,625,625,2,1,4,5,5,2.0,528,3.0,3.0,54,0,0,2007,164700,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9786,3,6,7,1981,3,3,3,1,1085,649,3,1,4,7,5,2.0,440,3.0,3.0,0,0,128,2006,159000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8125,3,4,4,1971,3,3,3,1,858,0,3,1,3,5,5,0.0,0,0.0,0.0,0,0,0,2006,88000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9819,3,5,5,1967,3,4,3,1,900,0,3,1,3,5,5,1.0,280,3.0,3.0,0,0,0,2010,122000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8730,3,6,7,2003,3,3,5,1,698,698,3,1,3,7,5,1.0,384,3.0,3.0,0,0,259,2007,153575,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15611,3,8,5,2006,4,3,5,1,1079,840,3,1,4,8,5,2.0,685,4.0,3.0,51,0,0,2006,233230,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5687,3,5,6,2000,3,2,5,0,936,780,6,1,2,9,5,0.0,0,0.0,0.0,184,0,0,2008,135900,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11409,3,5,4,2008,3,3,4,1,1148,568,3,1,3,8,4,1.0,281,3.0,3.0,0,0,160,2009,131000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16659,3,7,7,1994,3,3,2,1,1468,795,3,1,4,9,5,3.0,539,3.0,3.0,250,0,0,2006,235000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9600,3,6,5,1953,3,3,3,1,1644,0,3,1,3,7,5,3.0,418,3.0,3.0,0,0,0,2009,167000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7937,3,6,6,1984,3,3,3,1,1003,0,3,1,3,6,5,1.0,588,3.0,3.0,0,0,0,2006,142500,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13710,3,5,5,1950,3,3,3,1,910,648,4,1,3,6,5,1.0,282,3.0,3.0,0,0,0,2007,152000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7399,3,7,5,1998,4,3,5,1,975,975,3,1,4,7,5,2.0,576,3.0,3.0,10,0,198,2007,239000,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11700,3,6,6,1968,4,3,4,1,1041,702,3,1,3,7,5,1.0,539,3.0,3.0,0,0,0,2007,175000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14000,3,6,8,2004,3,4,5,1,1152,0,3,1,4,6,5,1.0,300,3.0,3.0,36,0,0,2009,158500,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15750,3,5,5,1953,3,3,3,1,1336,0,2,1,3,5,5,1.0,375,3.0,3.0,0,0,0,2006,157000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
16226,3,8,5,1999,4,3,5,1,1210,1242,4,1,4,9,5,3.0,683,3.0,3.0,50,0,0,2007,267000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13704,3,7,5,2002,4,3,5,1,1541,0,3,1,4,6,5,2.0,843,3.0,3.0,81,0,0,2006,205000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9800,3,5,7,1972,3,3,3,1,894,0,3,1,3,5,5,1.0,552,3.0,3.0,0,0,0,2006,149900,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18386,3,7,9,2002,3,3,5,1,1675,1818,3,1,4,10,5,1.0,870,3.0,3.0,0,0,0,2008,295000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10386,3,8,5,2005,4,3,5,1,2000,0,3,1,4,8,5,3.0,888,3.0,3.0,0,0,0,2007,305900,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13474,3,7,5,1991,4,3,4,1,1122,1121,4,1,4,8,5,2.0,746,3.0,3.0,44,224,0,2007,225000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7920,3,6,7,1950,3,2,3,1,1035,371,3,1,2,6,5,0.0,0,0.0,0.0,144,0,0,2008,89500,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12342,3,4,5,1950,3,3,5,1,861,0,1,1,3,4,5,1.0,539,3.0,3.0,0,0,0,2009,82500,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12378,3,9,5,2004,4,3,5,1,1944,0,3,1,5,8,5,3.0,708,3.0,3.0,175,0,0,2006,360000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7685,3,6,5,1994,3,3,4,1,697,804,3,1,4,6,5,3.0,420,3.0,3.0,63,0,0,2006,165600,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8000,3,6,6,2002,3,4,5,1,972,0,2,1,3,5,5,1.0,240,3.0,3.0,0,0,0,2009,132000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7800,3,5,7,1950,3,3,3,1,793,325,3,1,3,5,5,1.0,410,3.0,3.0,0,0,271,2006,119900,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
215245,3,7,5,1965,3,3,3,1,2036,0,3,1,3,8,5,2.0,513,3.0,3.0,0,0,0,2009,375000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9600,3,7,7,1990,3,3,5,1,832,809,3,1,5,6,5,1.0,546,2.0,3.0,0,234,0,2006,178000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7795,3,7,5,2005,4,3,5,1,716,716,3,1,4,6,5,3.0,432,3.0,3.0,51,0,0,2009,188500,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13005,3,7,7,1980,4,3,3,1,1153,1200,4,1,5,10,5,2.0,484,3.0,3.0,195,0,0,2009,260000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9000,3,8,5,2006,4,3,5,1,1088,871,3,1,4,8,5,2.0,1025,3.0,3.0,46,0,0,2007,270000,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9900,3,7,5,1993,4,3,5,1,1372,1274,4,1,4,9,5,2.0,656,3.0,3.0,60,144,0,2009,260000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14115,3,7,5,1980,3,3,3,1,1472,0,3,1,3,6,5,1.0,588,3.0,3.0,48,0,0,2009,187500,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16259,3,9,5,2006,3,3,5,1,1249,1347,4,1,4,9,5,2.0,840,3.0,3.0,154,0,0,2006,342643,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12099,3,8,5,2004,4,3,5,1,1136,1332,4,1,4,10,5,3.0,872,3.0,3.0,154,0,0,2007,354000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10380,3,7,5,1987,4,3,5,1,1553,1177,4,1,4,8,5,3.0,576,3.0,3.0,96,0,0,2007,301000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5820,3,3,8,2005,3,4,5,1,1163,0,3,1,3,6,5,1.0,220,2.0,3.0,98,0,0,2006,126175,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11275,3,7,7,2007,4,4,5,1,1898,1080,5,1,4,11,5,3.0,564,3.0,3.0,0,0,0,2010,242000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5000,3,5,6,1950,3,3,1,0,803,0,2,1,3,5,5,1.0,360,3.0,3.0,0,244,0,2007,87000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10846,3,8,5,1993,4,3,5,1,1719,0,1,1,4,6,5,3.0,473,3.0,3.0,30,0,0,2008,324000,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11600,3,6,5,1960,3,3,3,1,1383,0,3,1,3,7,5,2.0,292,3.0,3.0,45,0,0,2006,145250,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11888,3,6,6,1994,3,3,4,0,1445,689,5,1,4,10,5,1.0,441,3.0,3.0,60,268,0,2009,214500,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6402,3,5,5,1950,3,3,3,0,596,596,3,1,3,6,5,1.0,189,2.0,2.0,0,137,0,2009,78000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10624,3,5,4,1964,3,3,3,1,1728,0,6,2,3,10,5,1.0,352,3.0,3.0,0,0,0,2007,119000,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8176,3,5,6,1992,3,3,2,1,1056,0,3,1,3,6,5,2.0,308,3.0,3.0,0,0,0,2007,139000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10655,3,8,5,2004,4,3,5,1,1629,0,3,1,4,7,5,2.0,880,3.0,3.0,0,0,0,2009,284000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8198,3,7,5,2004,4,3,5,1,1358,0,2,1,4,6,5,2.0,484,3.0,3.0,30,0,0,2008,207000,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9042,3,6,5,1998,3,3,4,1,943,695,3,1,3,7,5,3.0,472,3.0,3.0,38,0,0,2008,192000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
164660,3,5,6,1965,3,3,5,1,1619,167,3,1,3,7,5,3.0,529,3.0,3.0,0,0,0,2008,228950,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14157,3,9,5,2006,4,3,5,1,1922,0,3,1,4,8,5,3.0,676,3.0,3.0,51,0,0,2007,377426,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9135,3,7,5,2003,4,3,5,1,1536,0,3,1,4,7,5,2.0,532,3.0,3.0,74,0,0,2008,214000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14145,3,7,7,1998,4,3,5,1,1621,0,3,1,4,8,5,2.0,440,3.0,3.0,45,0,0,2006,202500,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12400,3,6,7,1998,3,3,3,1,1215,0,3,1,3,6,5,1.0,297,3.0,3.0,0,0,234,2009,155000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14191,3,8,5,2002,4,3,5,1,993,915,4,1,4,9,5,3.0,431,3.0,3.0,0,0,0,2010,202900,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8400,3,4,4,1950,2,2,4,1,841,0,2,1,3,4,5,1.0,294,3.0,3.0,0,24,0,2009,82000,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8544,3,3,4,1950,3,3,2,0,1040,0,2,2,3,6,5,1.0,400,3.0,3.0,0,0,0,2006,87500,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8849,3,9,5,2005,5,3,5,1,1684,0,2,1,5,6,5,2.0,564,3.0,3.0,72,0,0,2008,266000,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2592,3,5,3,1976,3,3,3,1,536,576,3,1,3,4,5,1.0,336,3.0,3.0,0,0,0,2010,85000,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6435,3,6,5,1950,3,3,4,1,972,605,3,1,2,6,5,1.0,312,3.0,3.0,0,0,0,2006,140200,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12772,3,6,8,1998,3,4,3,1,958,0,2,1,3,5,5,2.0,301,3.0,3.0,0,0,0,2007,151500,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17600,3,6,5,1960,3,3,5,1,1478,0,3,1,3,6,5,1.0,498,3.0,3.0,40,0,0,2009,157500,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
